EnsemblID,predictedProb,HGNCsymbol,batch,exp_mis,exp_lof,mis_z,lof_z,pLI,NimblegenSeqCapEZv2,Medexome
ENSG00000176390,0.355633333,CRLF3,testing,145.9732085,19.99038436,0.849072084,3.985837191,0.975928566,T,T
ENSG00000122367,0.355616667,LDB3,testing,294.3037624,22.79647466,0.322287167,2.654887931,0.00021485,T,T
ENSG00000115073,0.355566667,ACTR1B,testing,175.1603875,18.58777111,1.447256888,2.892176971,0.031660126,T,T
ENSG00000188613,0.355533333,NANOS1,testing,128.6725422,2.280106964,4.297827018,0.839766119,0.180809141,F,F
ENSG00000171490,0.355516667,RSL1D1,testing,150.1930382,15.50507388,-2.466773397,1.88802503,0.000364294,F,T
ENSG00000151353,0.3555,TMEM18,testing,50.10418704,7.070484649,-0.061900675,1.516391138,0.053635149,T,T
ENSG00000204160,0.35545,ZDHHC18,testing,130.0368615,14.26815684,1.974645824,1.906031489,0.00119785,T,T
ENSG00000136982,0.355433333,DSCC1,testing,112.3163167,13.3030028,0.476122841,2.255018173,0.022718626,T,T
ENSG00000119421,0.355416667,NDUFA8,testing,65.4013751,6.57612831,0.568610248,1.767676346,0.202476373,F,F
ENSG00000100285,0.355366667,NEFH,testing,275.8131619,14.39820432,0.878046475,1.931353722,0.001261041,F,F
ENSG00000111785,0.3553,RIC8B,testing,160.7497978,17.27151935,2.112145045,4.116754537,0.997486827,T,T
ENSG00000147905,0.3553,ZCCHC7,testing,163.0310679,21.44735769,-0.496803142,1.165168384,3.37E-09,T,T
ENSG00000169180,0.3553,XPO6,testing,395.1440101,39.802882,3.768241667,6.249524019,0.999999448,T,T
ENSG00000100316,0.355283333,RPL3,testing,161.0984475,15.05101731,2.508656172,3.84302013,0.994251971,T,T
ENSG00000146232,0.355283333,NFKBIE,testing,151.8901761,10.62802951,2.73406614,2.621651414,0.548429215,T,T
ENSG00000060140,0.355216667,STYK1,testing,141.3490113,16.1324713,-0.026782499,1.512428326,1.54E-05,T,T
ENSG00000137414,0.355216667,FAM8A1,testing,157.311682,14.68615724,0.948093729,2.76221309,0.170367796,T,T
ENSG00000141759,0.35505,TXNL4A,testing,59.44965816,3.754926129,3.263805537,-0.125281234,0.001546737,T,T
ENSG00000112473,0.355016667,SLC39A7,testing,158.8647214,12.2035003,1.58580973,2.042636416,0.014990754,T,T
ENSG00000155016,0.354966667,CYP2U1,testing,154.0747997,12.47365055,0.791046246,2.376640206,0.081783015,T,T
ENSG00000205129,0.354916667,C4orf47,testing,NA,NA,NA,NA,NA,T,T
ENSG00000139180,0.35485,NDUFA9,testing,143.4897466,19.36859481,-0.306664423,3.459192408,0.542744184,F,F
ENSG00000264187,0.354833333,,testing,NA,NA,NA,NA,NA,F,F
ENSG00000267942,0.354833333,,testing,NA,NA,NA,NA,NA,F,F
ENSG00000139287,0.354816667,TPH2,testing,160.1419112,21.13615651,1.010418146,3.692241125,0.696911876,T,T
ENSG00000140993,0.354816667,TIGD7,testing,153.2752777,15.04825359,-0.897797726,0.778390863,1.87E-07,T,T
ENSG00000198853,0.3548,RUSC2,testing,538.2057452,38.68448215,0.046503834,5.842566639,0.99997732,T,T
ENSG00000071539,0.354766667,TRIP13,testing,149.6370956,19.26272908,2.10469299,3.896190505,0.968635141,T,T
ENSG00000107669,0.354766667,ATE1,testing,155.6126201,23.44056668,-0.132819113,3.772939538,0.51135672,T,T
ENSG00000141526,0.354766667,SLC16A3,testing,227.4944844,8.202244187,0.826756289,2.145221915,0.325132712,F,F
ENSG00000067191,0.354683333,CACNB1,testing,246.8227621,23.73591679,2.671938712,4.419413873,0.993959622,T,T
ENSG00000128791,0.354633333,TWSG1,testing,72.4611974,6.89717781,0.5436381,2.601509463,0.890252416,F,T
ENSG00000154803,0.354633333,FLCN,testing,245.005911,18.48533028,1.531357376,3.798164467,0.958489798,F,F
ENSG00000157224,0.354633333,CLDN12,testing,77.8309664,4.64771032,1.154914203,1.216579832,0.100921397,T,T
ENSG00000136653,0.35455,RASSF5,testing,153.0835322,11.56721129,1.782255119,2.495254508,0.248711066,T,T
ENSG00000185875,0.35455,THNSL1,testing,201.8257872,16.32297001,-1.934037919,-0.16599614,5.62E-12,F,F
ENSG00000007129,0.3545,CEACAM21,testing,92.4944556,9.801573829,-0.941153271,-1.011994515,2.38E-10,F,F
ENSG00000164136,0.3545,IL15,testing,43.3645467,7.720272699,-1.087063956,2.75236497,0.917197527,T,T
ENSG00000077235,0.354483333,GTF3C1,testing,855.8995191,73.9460156,3.860362287,7.481433483,0.999995619,T,T
ENSG00000034510,0.35445,TMSB10,testing,16.51028852,1.416006932,1.144808548,0.346304101,0.124315434,T,T
ENSG00000197603,0.354383333,C5orf42,testing,578.7611874,65.61287927,-0.635127745,3.132229363,6.32E-19,T,T
ENSG00000149925,0.35405,ALDOA,testing,160.8521654,13.5418842,0.649919465,2.299343252,0.024834403,T,T
ENSG00000185621,0.354016667,LMLN,testing,237.3255484,31.40135479,1.820086838,3.076086676,7.36E-06,T,T
ENSG00000011347,0.354,SYT7,testing,170.5699773,11.69996065,2.979987726,3.098701,0.904578639,T,T
ENSG00000232859,0.3539,LYRM9,testing,18.45700635,2.868539853,-0.517222682,0.507982778,0.045000307,F,F
ENSG00000101577,0.353883333,LPIN2,testing,297.2650793,38.48304387,0.660008258,4.867582043,0.673512975,T,T
ENSG00000198399,0.35385,ITSN2,testing,528.0500778,79.6004657,-0.169215637,6.617310792,0.024433691,T,T
ENSG00000205060,0.35385,SLC35B4,testing,99.01362972,13.71604035,0.443066273,0.993929747,4.54E-06,T,T
ENSG00000028310,0.353833333,BRD9,testing,184.2939812,15.96517698,1.199573429,2.966346959,0.249187874,T,T
ENSG00000137168,0.3538,PPIL1,testing,63.38822786,7.702073022,0.638195359,1.321389584,0.013003976,F,F
ENSG00000175782,0.353783333,SLC35E3,testing,100.93993,11.69380265,0.191809538,1.359679646,0.000406779,F,F
ENSG00000119986,0.353766667,AVPI1,testing,54.04388642,3.082029186,-1.061622707,-1.646463979,1.07E-05,T,T
ENSG00000177971,0.353733333,IMP3,testing,124.7611634,2.227824781,1.609779431,-1.83979674,5.33E-05,F,F
ENSG00000111144,0.353716667,LTA4H,testing,177.0697729,28.64145668,0.664197912,3.820608044,0.049421819,T,T
ENSG00000168807,0.353716667,SNTB2,testing,180.3493323,14.56667453,2.707921625,2.482964398,0.036218318,F,F
ENSG00000033627,0.3537,ATP6V0A1,testing,294.3723527,39.0763981,4.201303704,5.399904883,0.997249735,T,T
ENSG00000155980,0.353683333,KIF5A,testing,391.2991726,47.8000075,4.829058143,6.275522916,0.999979703,T,T
ENSG00000166960,0.35365,CCDC178,testing,218.5250356,31.39842085,-2.497290022,-1.343815573,4.11E-29,T,T
ENSG00000172969,0.35365,FRG2C,testing,NA,NA,NA,NA,NA,T,T
ENSG00000222000,0.35365,,testing,NA,NA,NA,NA,NA,F,T
ENSG00000170854,0.353633333,MINA,testing,150.3806109,16.18956273,-0.822425501,1.523814562,1.58E-05,T,T
ENSG00000268628,0.3536,,testing,NA,NA,NA,NA,NA,F,F
ENSG00000114735,0.35355,HEMK1,testing,121.2479927,16.01520207,-0.166664046,1.736455646,8.23E-05,T,T
ENSG00000124357,0.35355,NAGK,testing,115.1425783,13.9004141,-0.813985508,0.23923136,8.58E-09,T,T
ENSG00000137261,0.353483333,KIAA0319,testing,347.4022794,34.7580532,-0.697981905,1.975592676,7.96E-12,T,T
ENSG00000168763,0.35345,CNNM3,testing,NA,NA,NA,NA,NA,T,T
ENSG00000165879,0.353416667,FRAT1,testing,88.749997,3.409048771,2.94644375,1.292464766,0.271480885,F,F
ENSG00000156970,0.3534,BUB1B,testing,306.8839002,47.12718225,0.33180918,4.7801161,0.002631623,T,T
ENSG00000176720,0.353383333,BOK,testing,88.2640608,3.933816066,0.79468418,1.465262838,0.318891848,T,T
ENSG00000117597,0.353333333,DIEXF,testing,241.144235,24.22190976,-0.404927401,3.466305069,0.04923486,T,T
ENSG00000233932,0.353333333,CTXN2,testing,NA,NA,NA,NA,NA,F,F
ENSG00000165633,0.353166667,VSTM4,testing,125.012754,10.02586984,0.00055995,2.198005531,0.155399626,T,T
ENSG00000171431,0.353066667,KRT20,testing,159.3344131,14.08372462,0.749190743,1.077922079,5.58E-06,T,F
ENSG00000167157,0.352966667,PRRX2,testing,86.80137646,3.793240452,1.092056966,1.420668654,0.305924077,F,F
ENSG00000164953,0.352816667,TMEM67,testing,292.3699836,45.030259,-0.47571003,1.775875135,1.21E-17,T,T
ENSG00000135372,0.352783333,NAT10,testing,355.6566939,44.92390217,0.354198505,2.50121745,1.05E-13,T,T
ENSG00000111640,0.352716667,GAPDH,testing,129.0579266,10.4946749,2.155245701,2.291701294,0.180460004,F,T
ENSG00000125875,0.3527,TBC1D20,testing,131.1082104,11.95917514,0.85896348,3.139184806,0.912642498,T,T
ENSG00000179636,0.352616667,TPPP2,testing,63.30238407,4.533035126,-0.657648103,0.713258961,0.017186617,F,F
ENSG00000197256,0.352616667,KANK2,testing,416.1239115,25.12049715,0.8182082,4.371902396,0.981511999,T,T
ENSG00000149476,0.352583333,DAK,testing,244.0296253,19.03511706,-0.218249296,1.370242934,2.79E-07,T,T
ENSG00000159685,0.35255,CHCHD6,testing,83.49095242,8.71355615,-0.830198573,-0.767277576,1.08E-08,T,T
ENSG00000131951,0.352483333,LRRC9,testing,NA,NA,NA,NA,NA,F,T
ENSG00000145692,0.352483333,BHMT,testing,127.6778922,15.15803852,-0.490100875,1.821219286,0.000316952,T,T
ENSG00000171403,0.35245,KRT9,testing,193.2843847,14.5117499,-0.904721066,1.953308841,0.001318731,F,F
ENSG00000114107,0.352416667,CEP70,testing,150.3254144,27.85947363,-1.263605229,1.475015999,5.95E-11,T,T
ENSG00000073282,0.352283333,TP63,testing,271.2167675,29.79400573,2.649749543,4.681058519,0.983222202,T,T
ENSG00000115956,0.352283333,PLEK,testing,103.5370118,14.07479476,-0.887505204,2.660142339,0.140273937,T,T
ENSG00000104907,0.3522,TRMT1,testing,306.8678196,27.46146139,1.392390345,2.733631968,8.74E-06,T,T
ENSG00000116260,0.352166667,QSOX1,testing,253.996021,24.12403323,-0.460479252,2.646866559,6.78E-05,T,T
ENSG00000165959,0.352116667,CLMN,testing,330.149727,30.67976086,-0.615110271,2.625322655,2.06E-07,T,T
ENSG00000162618,0.352083333,ELTD1,testing,185.4001255,20.35360883,-1.530276997,1.614617045,5.26E-07,T,T
ENSG00000008988,0.352066667,RPS20,testing,43.00369918,7.811799841,2.01412709,2.414215345,0.686321059,F,F
ENSG00000010030,0.352033333,ETV7,testing,125.2188914,14.95688024,0.184408411,0.501225808,2.01E-08,T,T
ENSG00000165525,0.351983333,NEMF,testing,309.8636345,56.01461523,0.468577543,6.090245346,0.981706446,T,T
ENSG00000127419,0.35195,TMEM175,testing,242.775368,15.9797903,-0.132617157,1.977404998,0.00043963,T,T
ENSG00000179299,0.351916667,NSUN7,testing,183.564737,19.77556351,-0.268423396,3.068560085,0.048551891,T,T
ENSG00000107951,0.351883333,MTPAP,testing,195.0707631,20.70543656,1.298231887,3.854377151,0.910575497,T,T
ENSG00000119326,0.3518,CTNNAL1,testing,195.5989378,28.31132199,-0.083973743,2.664338258,2.31E-06,T,T
ENSG00000131148,0.3518,EMC8,testing,84.97172597,7.379266122,0.900544864,1.961580393,0.259008428,F,F
ENSG00000154518,0.351766667,ATP5G3,testing,42.29492748,6.177244895,0.699066409,2.06343586,0.538092564,T,T
ENSG00000196182,0.351766667,STK40,testing,198.4960971,14.06984271,1.371180686,3.715645499,0.991723985,T,T
ENSG00000258986,0.35175,TMEM179,testing,72.4612549,3.489484292,1.462996409,1.320135499,0.278562205,F,F
ENSG00000167642,0.351716667,SPINT2,testing,94.68667134,9.710986377,0.939299229,1.815386736,0.029618615,T,T
ENSG00000151692,0.3517,RNF144A,testing,110.1313334,13.12565667,1.311145469,3.588808361,0.988258457,T,T
ENSG00000182898,0.351683333,TCHHL1,testing,219.9361995,15.0955578,-2.376759491,0.53427489,2.23E-08,T,T
ENSG00000035928,0.351633333,RFC1,testing,334.4401346,41.22860317,0.038516778,4.817734991,0.175487404,T,T
ENSG00000110697,0.3516,PITPNM1,testing,561.7334261,39.09999149,4.14258054,4.926762502,0.722090614,T,T
ENSG00000125741,0.351583333,OPA3,testing,105.7684311,9.03393869,2.081609128,1.329475771,0.004120666,T,T
ENSG00000155561,0.351583333,NUP205,testing,639.9617806,81.83483878,0.869326846,7.866031677,0.999998808,T,T
ENSG00000107438,0.351483333,PDLIM1,testing,113.246422,12.28098477,0.195175466,0.927421845,1.38E-05,F,F
ENSG00000163520,0.35145,FBLN2,testing,424.3384575,29.14928724,-0.538082639,4.247304132,0.629825153,T,T
ENSG00000169598,0.35145,DFFB,testing,137.3693641,11.18751468,0.43273805,0.94400672,5.09E-05,T,T
ENSG00000186814,0.351433333,ZSCAN30,testing,139.4900464,11.23812415,-1.387775966,-0.225126697,9.22E-09,T,T
ENSG00000151023,0.35135,ENKUR,testing,78.77407972,8.590314495,-1.059526773,0.199511802,9.61E-06,F,F
ENSG00000205740,0.35135,,testing,NA,NA,NA,NA,NA,F,F
ENSG00000161551,0.351316667,ZNF577,testing,142.7758306,11.82165642,-0.745997978,1.965352034,0.012941322,T,T
ENSG00000104419,0.3513,NDRG1,testing,154.1372805,20.06560672,0.832745128,3.110441272,0.053823241,T,T
ENSG00000104904,0.351266667,OAZ1,testing,74.41088411,8.403710113,-1.224145896,1.846486876,0.088995157,T,T
ENSG00000156172,0.351266667,C8orf37,testing,75.3652431,7.68908105,0.076920116,0.960630499,0.00218443,F,F
ENSG00000137869,0.351233333,CYP19A1,testing,174.246974,16.59772027,-0.324332702,2.090493433,0.00055961,F,F
ENSG00000022976,0.351216667,ZNF839,testing,256.5737098,16.28281497,-0.837486142,1.787821843,9.19E-05,T,T
ENSG00000259571,0.351116667,BLID,testing,32.4774565,2.52496858,-1.074775738,1.57404708,0.590165692,F,F
ENSG00000125954,0.351083333,CHURC1-FNTB,testing,NA,NA,NA,NA,NA,T,T
ENSG00000156869,0.351083333,FRRS1,testing,180.6934371,23.15012336,-1.13915081,1.677943055,5.50E-08,T,T
ENSG00000204304,0.351083333,PBX2,testing,164.1801077,15.67430447,2.640811344,3.421376071,0.889707316,T,T
ENSG00000061794,0.351016667,MRPS35,testing,100.6761326,14.90315175,-0.795750986,2.541113458,0.040928275,T,T
ENSG00000104081,0.351016667,BMF,testing,56.06752302,8.53641811,-0.387522617,2.216111923,0.354021066,F,F
ENSG00000111880,0.351016667,RNGTT,testing,195.5641579,26.45188839,2.957728686,4.131681871,0.763456431,T,T
ENSG00000091157,0.350916667,WDR7,testing,500.4202573,58.0116549,2.064497538,7.28468008,0.999999984,T,T
ENSG00000171608,0.350766667,PIK3CD,testing,447.7080905,35.25779937,5.610522559,5.715069828,0.999984295,T,T
ENSG00000258289,0.350766667,CHURC1,testing,59.3883588,7.25121069,0.088118664,0.092410759,3.13E-05,F,F
ENSG00000157765,0.35075,SLC34A2,testing,271.0968608,19.22810995,0.686132403,1.858752099,1.02E-05,T,T
ENSG00000133059,0.350733333,DSTYK,testing,339.0004106,31.85160078,1.726761911,4.186408519,0.147285746,T,T
ENSG00000088356,0.3507,PDRG1,testing,41.58971738,6.400621807,0.272260106,0.548402564,0.001086939,F,F
ENSG00000001460,0.350666667,STPG1,testing,111.1271442,12.63514073,-0.08690026,1.291702676,0.000106434,T,T
ENSG00000130997,0.35065,POLN,testing,279.7009104,36.7458738,-1.061610988,-1.185415091,3.00E-32,T,T
ENSG00000121898,0.350633333,CPXM2,testing,302.6340182,26.43939847,0.270872061,1.433183155,1.83E-10,T,T
ENSG00000134333,0.350583333,LDHA,testing,111.9858411,11.53809179,1.385959763,2.198285647,0.05865759,F,F
ENSG00000059691,0.350533333,PET112,testing,191.3115469,21.97651276,-0.271886439,1.051563408,6.06E-10,T,T
ENSG00000104133,0.350483333,SPG11,testing,674.871805,75.93417337,-2.958420991,3.289138364,2.91E-22,T,T
ENSG00000187840,0.350483333,EIF4EBP1,testing,37.1169124,2.325179068,0.410807479,0.860867012,0.184082877,F,F
ENSG00000163832,0.350466667,ELP6,testing,100.5202906,8.67701623,0.952304972,1.236516849,0.003507899,T,T
ENSG00000153132,0.350416667,CLGN,testing,162.7319749,22.94338099,-0.547070165,1.849535739,2.85E-07,T,T
ENSG00000151327,0.350333333,FAM177A1,testing,71.16553651,7.580812979,-1.555874369,0.928513735,0.002067883,T,T
ENSG00000013573,0.3503,DDX11,testing,NA,NA,NA,NA,NA,T,T
ENSG00000160062,0.350283333,ZBTB8A,testing,142.0410429,13.23894378,1.232888969,2.515274191,0.106372648,F,F
ENSG00000115289,0.350233333,PCGF1,testing,96.66644338,12.86278546,2.371326313,3.552689746,0.987060431,T,T
ENSG00000049883,0.3502,PTCD2,testing,115.0365374,15.68847115,-0.226353207,0.672364515,3.49E-08,T,T
ENSG00000172428,0.3502,MYEOV2,testing,105.3427583,9.074712741,0.159303168,0.682230648,0.000104799,T,T
ENSG00000196511,0.350183333,TPK1,testing,75.1079776,9.589757229,-0.050344042,1.788046583,0.028254579,T,T
ENSG00000198663,0.3501,C6orf89,testing,113.1657331,12.10405686,0.007618712,1.16852374,8.22E-05,T,T
ENSG00000268852,0.350066667,,testing,NA,NA,NA,NA,NA,F,F
ENSG00000173013,0.350016667,CCDC96,testing,261.1781775,12.85927999,1.9423857,0.789838019,2.71E-06,F,F
ENSG00000244687,0.349933333,UBE2V1,testing,53.18388702,7.470793561,1.353727554,0.89545299,0.001954526,T,T
ENSG00000197496,0.349916667,SLC2A10,testing,196.8954249,10.66590095,-1.014519252,1.71854094,0.008201737,F,F
ENSG00000111328,0.349883333,CDK2AP1,testing,49.56151304,4.217274899,1.914904688,2.034256225,0.742361028,F,F
ENSG00000164451,0.349883333,FAM26D,testing,39.6240874,2.32999496,-0.262317739,0.214150703,0.033838822,F,F
ENSG00000115041,0.349866667,KCNIP3,testing,99.85798136,10.38374671,1.167773793,2.88462209,0.852600761,T,T
ENSG00000214063,0.349833333,TSPAN4,testing,98.57767719,9.722282841,-0.710497112,0.229463114,2.52E-06,T,T
ENSG00000113492,0.3498,AGXT2,testing,163.0939702,21.79362609,-0.800697328,-0.043790485,4.67E-15,T,T
ENSG00000121270,0.349766667,ABCC11,testing,485.2491165,47.18281119,-1.060268036,0.891628158,5.70E-25,T,T
ENSG00000184985,0.349766667,SORCS2,testing,398.3447836,33.91414619,0.645627158,3.897650952,0.002646288,T,T
ENSG00000113048,0.3497,MRPS27,testing,117.8733041,18.30712339,-0.726531172,2.84928697,0.028586687,T,T
ENSG00000146833,0.3496,TRIM4,testing,160.5461306,15.3626044,0.291299108,1.102562169,1.68E-06,T,T
ENSG00000182534,0.349566667,MXRA7,testing,35.1727962,4.10684657,-0.233168324,0.541031898,0.013741642,T,T
ENSG00000085449,0.349516667,WDFY1,testing,169.0737632,16.34397954,1.356969871,1.554434839,1.69E-05,T,T
ENSG00000179751,0.349516667,SYCN,testing,63.09396002,2.624853813,-0.055791747,-0.229370556,0.005726526,F,F
ENSG00000185088,0.34945,RPS27L,testing,25.34439262,4.114928226,0.03346001,1.521095986,0.335851902,F,F
ENSG00000103199,0.349433333,ZNF500,testing,212.1150465,12.87288581,-1.608163904,1.62144896,0.000679411,T,T
ENSG00000143393,0.349283333,PI4KB,testing,301.2845214,32.29877672,4.23489118,5.106768659,0.998716211,T,T
ENSG00000164061,0.349283333,BSN,testing,1535.510334,73.1946182,2.303085595,7.895873989,0.999999992,T,T
ENSG00000171109,0.3492,MFN1,testing,209.635564,30.41599007,0.089035545,3.846598231,0.01903819,T,T
ENSG00000165120,0.349066667,SSMEM1,testing,72.761379,8.6006532,-0.243047109,-2.161521831,6.43E-13,F,F
ENSG00000007306,0.349,CEACAM7,testing,89.9729138,8.42990733,-1.703063437,-0.194501851,9.14E-07,F,T
ENSG00000111670,0.349,GNPTAB,testing,373.1549013,43.14445243,0.586293081,3.94281826,4.23E-06,T,T
ENSG00000135899,0.34895,SP110,testing,230.3353382,32.77688527,-0.279247795,2.383728977,3.16E-09,T,T
ENSG00000164631,0.348783333,ZNF12,testing,191.406663,15.05397288,0.580041615,3.077473663,0.551264006,F,F
ENSG00000170855,0.34875,TRIAP1,testing,33.3105803,2.52545944,0.958539977,1.574199804,0.590216384,F,F
ENSG00000153317,0.348633333,ASAP1,testing,354.0562579,48.28834461,2.756873225,6.313322798,0.999983091,T,T
ENSG00000160200,0.3486,CBS,testing,237.5148741,18.8104495,1.381048754,2.697469513,0.006772054,T,T
ENSG00000168826,0.348533333,ZBTB49,testing,262.6411368,19.62210989,-0.101375303,2.822596508,0.009164155,T,T
ENSG00000188112,0.348433333,C6orf132,testing,NA,NA,NA,NA,NA,T,T
ENSG00000125810,0.348416667,CD93,testing,257.8565863,13.82752586,-1.009541944,-0.045945332,7.82E-10,F,F
ENSG00000156502,0.348416667,SUPV3L1,testing,259.8787973,27.58381834,1.118942581,3.693685247,0.033820997,T,T
ENSG00000169903,0.348383333,TM4SF4,testing,64.74612874,7.969893211,-1.048808208,1.042087665,0.002511015,T,T
ENSG00000249139,0.348333333,EPPIN-WFDC6,testing,52.7196643,9.17475795,-0.55779975,0.711218937,0.000111214,T,T
ENSG00000164332,0.348316667,UBLCP1,testing,90.73623932,13.55153311,1.578253875,2.570209665,0.118128583,T,T
ENSG00000119929,0.348266667,CUTC,testing,91.49589551,13.02701189,0.638974048,2.203033915,0.020486565,F,F
ENSG00000132326,0.348266667,PER2,testing,475.2769386,39.17978099,0.656852943,5.092626285,0.933004687,T,T
ENSG00000205420,0.348233333,KRT6A,testing,214.7875532,13.48732685,2.262362272,3.368187201,0.948763036,T,T
ENSG00000135437,0.348216667,RDH5,testing,121.1449046,13.08360479,-0.215755611,0.844470909,3.11E-06,F,F
ENSG00000105948,0.348183333,TTC26,testing,160.5201836,27.95461091,-0.018523026,3.551222827,0.007670003,T,T
ENSG00000186470,0.348166667,BTN3A2,testing,108.1843159,12.97162719,1.748613991,1.367385526,0.000124519,T,T
ENSG00000084444,0.34815,KIAA1467,testing,207.3979756,24.36016118,-0.29215519,3.684902848,0.221017048,T,T
ENSG00000166123,0.348133333,GPT2,testing,212.4548198,17.18960908,2.666264945,2.434524794,0.00368564,T,T
ENSG00000082074,0.348116667,FYB,testing,206.870176,22.48473262,-2.826989606,3.861526779,0.792005859,T,T
ENSG00000166377,0.348116667,ATP9B,testing,455.5211323,47.25270808,0.745293715,3.062602325,7.02E-12,T,T
ENSG00000101557,0.348033333,USP14,testing,148.4364173,25.72631388,2.225570113,4.243136639,0.927536808,F,F
ENSG00000100577,0.34795,GSTZ1,testing,68.91608691,11.84657743,-0.770892203,0.819249626,1.07E-05,T,T
ENSG00000088205,0.347916667,DDX18,testing,206.0844755,23.34335081,-0.099336042,3.96588203,0.839996435,T,T
ENSG00000269403,0.3479,,testing,NA,NA,NA,NA,NA,F,F
ENSG00000203863,0.347883333,,testing,NA,NA,NA,NA,NA,F,F
ENSG00000014919,0.347833333,COX15,testing,133.1038221,17.82216819,-0.377160124,0.662204755,2.16E-09,F,F
ENSG00000164627,0.347816667,KIF6,testing,249.3266378,39.12883487,-1.197966085,1.445628013,1.04E-16,T,T
ENSG00000108298,0.3478,RPL19,testing,96.04023566,11.01105405,2.796982851,3.28703297,0.974448375,T,T
ENSG00000241685,0.3477,ARPC1A,testing,144.1180077,17.22568464,2.856846163,3.395272369,0.734759683,T,T
ENSG00000197748,0.347633333,WDR96,testing,492.345292,65.27678442,-0.433259378,3.834708994,1.11E-14,T,T
ENSG00000115112,0.3476,TFCP2L1,testing,189.5935834,24.72132342,1.832738387,4.725989019,0.999192587,T,T
ENSG00000258588,0.347583333,TRIM6-TRIM34,testing,252.7273178,33.21590464,-1.669828435,1.927750989,2.31E-11,T,T
ENSG00000138600,0.347566667,SPPL2A,testing,135.5962799,19.6891284,-0.226977994,3.055992286,0.047077934,T,T
ENSG00000137960,0.34755,GIPC2,testing,98.55396958,10.03289583,-0.268323955,-0.302447352,3.42E-08,T,T
ENSG00000120451,0.347516667,SNX19,testing,341.1269903,26.06330192,-0.63221593,2.340675256,9.83E-07,T,T
ENSG00000163882,0.347516667,POLR2H,testing,50.06440928,7.253411304,1.594388715,2.667846489,0.90276728,T,T
ENSG00000159692,0.34745,CTBP1,testing,177.53662,11.64829455,3.874142561,3.380810123,0.979763654,T,T
ENSG00000247121,0.347433333,,testing,NA,NA,NA,NA,NA,F,F
ENSG00000169258,0.347416667,GPRIN1,testing,444.1356633,13.59354547,2.556152559,3.114867629,0.787287342,F,F
ENSG00000196557,0.3474,CACNA1H,testing,887.2218353,48.38808993,-2.590880414,5.466595343,0.755916976,T,T
ENSG00000119927,0.347383333,GPAM,testing,252.2033007,38.67139069,0.930240954,4.089255434,0.000580579,T,T
ENSG00000123612,0.347383333,ACVR1C,testing,156.9129402,19.55603314,1.24610143,3.036560415,0.044891005,T,T
ENSG00000111581,0.34735,NUP107,testing,289.2723695,48.59374276,0.755549095,4.205323196,1.20E-06,T,T
ENSG00000115128,0.3473,,testing,40.66503382,6.666798511,1.815151654,2.557692757,0.881404455,T,T
ENSG00000177700,0.3473,POLR2L,testing,30.70336802,1.988747417,0.856536778,1.396945496,0.532880511,F,F
ENSG00000172339,0.347283333,ALG14,testing,85.009955,9.41873507,0.849320847,1.103465565,0.000832661,T,T
ENSG00000154478,0.34725,GPR26,testing,153.7344781,7.126983272,3.303202594,2.273440089,0.627337377,F,F
ENSG00000105967,0.347166667,TFEC,testing,98.24829308,14.72514372,-1.073364785,1.477904332,4.73E-05,T,T
ENSG00000272636,0.346983333,DOC2B,testing,8.036776765,0.683691382,0.178879643,0.819067609,0.382719812,F,F
ENSG00000140519,0.346966667,RHCG,testing,184.7776255,17.50330007,0.351822854,1.539797117,4.91E-06,F,T
ENSG00000172586,0.3469,CHCHD1,testing,63.8556245,4.71836647,1.643811742,1.239657736,0.103831181,F,F
ENSG00000169418,0.346883333,NPR1,testing,386.8953162,35.42554819,3.976082793,3.732282631,0.000172509,T,T
ENSG00000170891,0.346883333,CYTL1,testing,54.61491438,5.568415349,0.106883127,0.238610566,0.000652771,T,T
ENSG00000268674,0.346883333,FAM231B,testing,NA,NA,NA,NA,NA,F,T
ENSG00000111540,0.346833333,RAB5B,testing,73.0284556,11.07828319,1.661477005,2.404210663,0.215698854,F,F
ENSG00000065357,0.3468,DGKA,testing,250.631881,38.15008815,2.552971673,5.476886217,0.999250949,T,T
ENSG00000107099,0.346766667,DOCK8,testing,725.8727956,74.46235268,-2.77996008,6.022392675,0.000135434,T,T
ENSG00000171509,0.346666667,RXFP1,testing,212.8864863,27.35940003,-0.137896712,2.34063564,3.07E-07,T,T
ENSG00000156860,0.34665,FBRS,testing,182.2486742,11.89625911,1.566957509,3.416606136,0.981524682,T,T
ENSG00000186834,0.346616667,HEXIM1,testing,186.1012708,8.85517528,3.517357688,2.947733839,0.944400235,T,T
ENSG00000170006,0.346483333,TMEM154,testing,57.08815536,7.648956335,-0.965327436,0.590605881,0.000320383,T,T
ENSG00000157837,0.346366667,SPPL3,testing,124.5452581,11.80059049,3.267180027,3.114478396,0.907785634,T,T
ENSG00000170871,0.346316667,KIAA0232,testing,394.5404469,32.91680339,0.161055279,4.992650569,0.994720896,T,T
ENSG00000132305,0.346266667,IMMT,testing,210.1110312,26.75018493,-0.468665556,3.208085764,0.000945647,T,T
ENSG00000077380,0.34625,DYNC1I2,testing,160.6714883,24.41613496,1.878113192,2.088131554,5.19E-07,T,T
ENSG00000159307,0.346233333,SCUBE1,testing,420.5589852,36.2875148,2.207606548,4.9805202,0.960878306,T,T
